TEL;0;TELOutput1
TEL;1;TELOutput2
GPRST;0;GPRSTELCOOutput1
GPRST;1;GPRSTELCOOutput2
GPRSI;0;GPRSIPOutput1
GPRSI;1;GPRSIPOutput2
GPRS;0;GPRSIPOutput1
GPRS;1;GPRSIPOutput2
FAX;0;FAXOutput1
FAX;1;FAXOutput2
SMS;0;SMSOutput1
SMS;1;SMSOutput2
WAP;0;WAPOutput1
WAP;1;WAPOutput2
.*;0;TELOutput1
.*;1;TELOutput2
