
D,1234567890123456,Test,547817,B1-1466744,01-AUG-22,2degrees Mobile Plan Charges,1,58,8.7,66.7
D,1234567890123456,test,550976,B1-1463191,01-AUG-22,2degrees Mobile Plan Charges,1,254.64,38.2,292.84
D,1234567890123456,test,550976,B1-1463191,01-AUG-22,2degrees Handset Repayments,2,87.41,0,87.41
D,100146018,Sunnybrae Farm Trust,503759,B1-1465914,01-AUG-22,2degrees Mobile Plan Charges,1,43,6.45,49.45
