0.0.0.1 /account 342964315 0,200,0.0.0.1 /balance_group 342963547 0,2,,,554,2/25/2016,1,13,""Base Monthly Fee""
0.0.0.1 /account 342964315 0,122.1,0.0.0.1 /balance_group 342963547 0,2,,,554,2/25/2016,1,40,""Additional Connection Charge""
0.0.0.1 /account 342964315 0,20.7,0.0.0.1 /balance_group 342963547 0,2,,,554,2/25/2016,1,41,""Additional Data Connection Charge""
0.0.0.1 /account 356459122 0,3600,0.0.0.1 /balance_group 347505740 0,2,,,554,2/25/2016,1,13,""Base Monthly Fee""
0.0.0.1 /account 356459122 0,55,0.0.0.1 /balance_group 347505740 0,2,,,554,2/25/2016,1,40,""Additional Connection Charge""
0.0.0.1 /account 356459122 0,35,0.0.0.1 /balance_group 347505740 0,2,,,554,2/25/2016,1,41,""Additional Data Connection Charge""
0.0.0.1 /account 345074840 0,599.99,0.0.0.1 /balance_group 345072536 0,2,,,554,2/25/2016,1,13,""Base Monthly Fee""
0.0.0.1 /account 345074840 0,43.2,0.0.0.1 /balance_group 345072536 0,2,,,554,2/25/2016,1,40,""Additional Connection Charge""
0.0.0.1 /account 345074840 0,15,0.0.0.1 /balance_group 345072536 0,2,,,554,2/25/2016,1,41,""Additional Data Connection Charge""
