1332292329,1332292073,1244977433,1332356782,1632999600,1635678000,554,557.75,200200508,1.00000000,GST
1332255088,1332255600,1245053672,1332338865,1632999600,1635678000,554,138.00,200200507,1.00000000,GST
1332298448,1332298192,1245001361,1332253489,1632999600,1635678000,554,92.00,200200511,1.00000000,GST
1332265532,1332265276,84992284,1332273207,1632999600,1635678000,554,563.50,200200508,1.00000000,GST
1332297875,1332298387,1245001521,1332260690,1632999600,1635678000,554,3.45,200200244,1.00000000,GST
1332365716,1332366228,1244999729,1332302915,1632999600,1635678000,554,66.70,200200252,1.00000000,GST
1332260066,1332260578,1245002193,1332319476,1632999600,1635678000,554,51.75,200200251,1.00000000,GST
1332315980,1332315340,1245000913,1332311533,1632999600,1635678000,554,43.70,200200250,1.00000000,GST
1332350498,1332350242,1245009885,1332299345,1632999600,1635678000,554,391.00,200200513,1.00000000,GST
1332290345,1332289705,1245003313,1332270029,1632999600,1635678000,554,92.00,200200253,1.00000000,GST
1332321238,1332320310,1245000273,1332258915,1632999600,1635678000,554,891.25,200200514,1.00000000,GST
1332317582,1332318094,1245053672,1573441824,1632999600,1635678000,554,138.00,200200507,1.00000000,GST
1332267165,1332267677,1245002641,1332263617,1632999600,1635678000,554,224.25,200200512,1.00000000,GST
1301244634,1301244378,83081797,1301003412,1632999600,1635678000,554,52.70,200200223,1.00000000,GST
1301244634,1301244378,580354224,1302800124,1632999600,1635678000,554,59.95,200200246,1.00000000,GST
1301244634,1301244378,83080536,1306053242,1632999600,1635678000,554,115.95,200200226,1.00000000,GST
1301244634,1301244378,83082522,1304952107,1632999600,1635678000,554,98.70,200200225,1.00000000,GST
1301244634,1301244378,83164867,1300157093,1632999600,1635678000,554,0.00,200200244,1.00000000,GST
1301244634,1301244378,83083122,1306059171,1632999600,1635678000,554,41.20,200200222,1.00000000,GST
1301244634,1301244378,83175421,1301031644,1632999600,1635678000,554,39.95,200200245,1.00000000,GST
1301244634,1301244378,83101499,1304624615,1632999600,1635678000,554,69.95,200200224,1.00000000,GST
1301244634,1301244378,83101499,1306064514,1632999600,1635678000,554,69.95,200200224,1.00000000,GST
