17005667772,2_154
17005667772,1_57
17005667772,3_189
17005232475,2_151
17005232475,3_210
17007382183,7_366
17007382183,4_510
17000451806,2_143
17000451806,2_115
17000451806,2_142
17000451806,3_189
17000451806,9_686
17005335336,2_114
17005335336,9_629
17006889676,1_54
17006889676,2_114
17006889676,2_141
17006889676,3_185
17006889676,3_161
17006889676,3_194
17004043203,1_38
17004043203,2_95
17004043203,4_555
17007420041,3_189
17006344881,2_154
17006344881,2_95
17007507869,7_353
17007472947,7_342
17007994359,5_339
17006116089,1_54
17006116089,4_511
17006116089,4_555
17000827811,1_53
17000827811,4_509
17000993061,1_53
17000993061,2_95
17000993061,2_151
17007595413,3_218
17007987489,4_508
17004386377,2_96
17004386377,2_141
17004386377,2_116
17004386377,2_142
17005589103,1_38
17005589103,4_335
17005589103,7_343
17001923825,2_95
17001923825,3_210
17001923825,3_219
17001923825,9_562-1_72
17003468488,9_562-1_12
17007597410,3_210
17007597410,10_641
17007597410,10_639
17003803078,2_105
17003803078,2_124
17003803078,9_562-8_41
17003803078,10_638
17005414941,2_139
17009124187,1_38
17009124187,2_95
17009124187,7_345
17009124187,7_353
17006886009,2_102
17006886009,4_613
17004101294,7_342
17006485016,1_54
17006485016,2_141
17006485016,2_151
17006485016,4_523
17003363737,2_154
17003363737,2_114
17003363737,2_141
17003363737,3_210
17003363737,3_194
17007943489,5_339
17006245997,1_54
17006245997,2_105
17006245997,3_209
17006245997,4_511
17003465389,2_97
17003465389,9_562-1_19
17005854819,2_145
17005854819,2_114
17004248970,1_43
17004248970,2_96
17004248970,1_59
17004248970,2_105
17004248970,9_684
17003418383,2_121
17003418383,2_151
17003418383,4_510
17003418383,7_354
17005957530,2_95
17005957530,2_114
17005957530,3_210
17006977007,2_95
17006977007,2_132
17006977007,2_151
17006977007,7_350
17006977007,4_556
17006977007,9_629
17009103373,1_52
17009103373,1_54
17009103373,2_113
17009103373,3_202
17009103373,9_684
17003520133,1_37
17003520133,1_54
17004195986,3_192
17004195986,4_555
17008975318,1_52
17008975318,2_118
