17000457100,4_511
17000467662,4_511
17000491876,4_511
17000548029,4_511
17000560581,4_511
17000586553,4_511
17000566818,4_511
17000830335,4_511
17000809502,4_511
17000820109,4_511
17000843936,4_511
17000997644,4_511
17000998063,4_511
17001028114,4_511
17001244411,4_511
17001452235,4_511
17001907619,4_511
17002094703,4_511
17003343950,4_511
17003383124,4_511
17003355327,4_511
17003398444,4_511
17003638538,4_511
17003610489,4_511
17003810168,4_511
17003975055,4_511
17003999663,4_511
17004207247,4_511
17004280433,4_511
17004277615,4_511
17004406696,4_511
17004553206,4_511
17004651122,4_511
17004841401,4_511
17004992128,4_511
17005042933,4_511
17005179955,4_511
17005311988,4_511
17005299391,4_511
17005328520,4_511
17005642766,4_511
17005747244,4_511
17005920579,4_511
17006085472,4_511
17006116089,4_511
17006245997,4_511
17006310131,4_511
17006462657,4_511
17006659099,4_511
17007195241,4_511
17007387244,4_511
17007523191,4_511
17007521675,4_511
17007702062,4_511
17007722099,4_511
17007772450,4_511
17007817564,4_511
17008147148,4_511
17008231593,4_511
17008242774,4_511
17008268717,4_511
17008407634,4_511
17008964538,4_511
18588521497,4_511
18600683236,4_511
18562303934,4_511
18648140176,4_511
18580760861,4_511
18685325589,4_511
18608021894,4_511
18581106130,4_511
18583465926,4_511
18678307766,4_511
18672953296,4_511
18647890329,4_511
18689586955,4_511
18734839166,4_511
18735222718,4_511
18735214591,4_511
18768258413,4_511
18767171344,4_511
18735208427,4_511
18747592259,4_511
18778733616,4_511
18770752339,4_511
18734916747,4_511
18724188964,4_511
18781156066,4_511
18735172923,4_511
18766025179,4_511
18731956543,4_511
18848011380,4_511
18846936280,4_511
18850049437,4_511
18773962199,4_511
18813653514,4_511
18802536849,4_511
18867558120,4_511
18814899452,4_511
18851870334,4_511
18813846886,4_511
18829168174,4_511
18874911531,4_511
18829040620,4_511
18841698946,4_511
18862095004,4_511
18930608173,4_511
18937315431,4_511
18897857984,4_511
18949223491,4_511
18942974160,4_511
18953090973,4_511
18897941914,4_511
18918670884,4_511
18965125534,4_511
18955983810,4_511
18948401646,4_511
17000529285,4_511
17000583763,4_511
17000862551,4_511
17000868034,4_511
17000859604,4_511
17001029700,4_511
17001810884,4_511
17001832917,4_511
17001842994,4_511
17001938499,4_511
17002067929,4_511
17002471062,4_511
17002724955,4_511
17003389169,4_511
17003449173,4_511
17003670292,4_511
17003817887,4_511
17003835598,4_511
17003941412,4_511
17004087908,4_511
17004160077,4_511
17004386377,4_511
17004400214,4_511
17004492880,4_511
17004871131,4_511
17004981915,4_511
17004985634,4_511
17005328757,4_511
17005328804,4_511
17005388260,4_511
17005667647,4_511
17006209962,4_511
17006593048,4_511
17006578644,4_511
17006841165,4_511
17006841249,4_511
17006854103,4_511
17007049127,4_511
17007059035,4_511
17007115361,4_511
17007207499,4_511
17007249503,4_511
17007231373,4_511
17007296457,4_511
17007402756,4_511
17007442654,4_511
17007518076,4_511
17007672367,4_511
17007714855,4_511
17007800665,4_511
17007979333,4_511
17007979194,4_511
17008459454,4_511
17008995558,4_511
17009063173,4_511
17124389465,4_511
18482580754,4_511
18583510297,4_511
18710827104,4_511
18608024934,4_511
18701946134,4_511
18542614467,4_511
18581201384,4_511
18580396538,4_511
18673860895,4_511
18734764578,4_511
18734917955,4_511
18688349856,4_511
18753229020,4_511
18775790298,4_511
18735218173,4_511
18735225134,4_511
18780309698,4_511
18773961555,4_511
18785161849,4_511
18785163829,4_511
18753221025,4_511
18685188455,4_511
18758623130,4_511
18773128713,4_511
18777722630,4_511
18796906600,4_511
18828810658,4_511
18770095886,4_511
18791282710,4_511
18828804798,4_511
18828761257,4_511
18829024407,4_511
18846050487,4_511
18801158594,4_511
18859402982,4_511
18847264219,4_511
18882958200,4_511
18897874543,4_511
18892668829,4_511
18932261258,4_511
18916217217,4_511
18918553955,4_511
18918664018,4_511
18927651955,4_511
18934785249,4_511
18938195428,4_511
18958611344,4_511
17000432166,4_511
17000495929,4_511
17000559703,4_511
17000588824,4_511
17000820254,4_511
17000822155,4_511
17000819759,4_511
17001000849,4_511
17001845530,4_511
17002409393,4_511
17003247235,4_511
17003361086,4_511
17003508202,4_511
17003553450,4_511
17003806303,4_511
17004038280,4_511
17004096141,4_511
17004101607,4_511
17004263640,4_511
17004281202,4_511
17004365450,4_511
17004472265,4_511
17005000207,4_511
17005143631,4_511
17005312250,4_511
17005326441,4_511
17005373357,4_511
17005674723,4_511
17006011319,4_511
17006283966,4_511
17006406064,4_511
17006485016,4_511
17006858128,4_511
17006970541,4_511
17006958611,4_511
17007118238,4_511
17007131878,4_511
17007167644,4_511
17007394227,4_511
17007607562,4_511
17007680103,4_511
17007695139,4_511
17007719417,4_511
17007722726,4_511
17007728327,4_511
17007807277,4_511
17008087536,4_511
17008252225,4_511
17008237158,4_511
17008277734,4_511
17008723150,4_511
17109684313,4_511
18663726358,4_511
18616963732,4_511
18565067059,4_511
18648009265,4_511
